Day,Weekday,🌼 Good Habit Tracking,Effectiveness,📛 Bad Habit Tracking,Productivity,Morning Exercise,Evaluation After Each Task,Meditation,Reading,Code Practice,Night Exercise,Night Reflection,Personal Project,Wake Up Time,Sleep Time,Nap Hours,Total Sleep Hours,Browsing Social Media Times,"Eating Quality (1 - poor, 5 - good)",💰 Money Spend,Good parts - achievement,Week,Date,Good Habit Tracking Calculation,Assumptions To Chellenge,Finished Todos (Fixed Number),Habit,Today Todos,Bad parts - to Improve,Total Todos,Weight,Effectiveness Ref,Finished Todos Rollup (Changes over time),Sleep Quality
Jul 22,Thursday,░░░░░░░ 75%,████████ 82%,⚪️⚪️🟢 ⚪️🟣⚫️⚫️⚪️,🚀 Productive,Yes,No,Yes,Yes,Yes,Yes,Yes,No,7.5,2.7,1.5,6.3,,1,60,Started to record good / bad decisions made,Week 29 (https://www.notion.so/Week-29-126caf97250d4f1692be9a8591c4a5a1?pvs=21),"July 22, 2021",0.75,Can’t I do things slowly and consistently?,9,Evaluation after each activity,"1 - Codeacademy Practice (https://www.notion.so/1-Codeacademy-Practice-fc3d66c273bb4e999e937017103e238a?pvs=21), 2 - Doulingo Study (https://www.notion.so/2-Doulingo-Study-d9cac18a68274d97b21a3f49a9a84a34?pvs=21), 3 - Calligraphy (https://www.notion.so/3-Calligraphy-1b0b9019eb21461e96a69fd3d978c004?pvs=21), 4 - Meditation (https://www.notion.so/4-Meditation-25d848792a1a4b3bb60be57af2e5b8a2?pvs=21), 5 - Daily Article Reading (https://www.notion.so/5-Daily-Article-Reading-4e379ef7ec17434fb6f7e6f4d049626b?pvs=21), 6 - Leetcode (https://www.notion.so/6-Leetcode-7eea2362b04443fda9c6b7d94294181c?pvs=21), 7 - Daily UI Practice (https://www.notion.so/7-Daily-UI-Practice-3bc40d483ec94cb5bacc6c6dd0cbd96f?pvs=21), List of user configuration list functions, what are the configurations to save for user? (https://www.notion.so/List-of-user-configuration-list-functions-what-are-the-configurations-to-save-for-user-d718fb72db404285bb38c1ecb5dc1ac0?pvs=21), 2. Manually input time function (https://www.notion.so/2-Manually-input-time-function-5eda2e7fbb594c38bccb0be1c19fcf56?pvs=21), Review Final Project Plan in trello (https://www.notion.so/Review-Final-Project-Plan-in-trello-d7d39c60c88a488abf40530f66f0ce21?pvs=21), [Research] Chrome AI plugin usage (https://www.notion.so/Research-Chrome-AI-plugin-usage-2d7c7cb6c6cb438ca132bbf9ed71cbb0?pvs=21)","Talk slow and hide my ideas. ",11,,0.818181818182,10,
Jul 21,Wednesday,░░░░░░░ 75%,██████ 67%,⚪️⚪️⚪️⚪️🟣⚫️⚪️⚪️,🚀 Productive,Yes,Yes,Yes,Yes,No,Yes,Yes,No,6,1.75,2,6.25,,,38,Signed HDB law document,Week 29 (https://www.notion.so/Week-29-126caf97250d4f1692be9a8591c4a5a1?pvs=21),"July 21, 2021",0.75,Can’t I do things slowly and consistently?,10,Evaluation after each activity,"1 - Codeacademy Practice (https://www.notion.so/1-Codeacademy-Practice-1d26c7e78722433e97cd271ed77d1a3b?pvs=21), 6 - Reading (https://www.notion.so/6-Reading-20eb7c8e79dc4d58998975a881a579de?pvs=21), 2 - Doulingo Study (https://www.notion.so/2-Doulingo-Study-b9602fcdeddf4281b50c4170d35886df?pvs=21), 7 - Leetcode (https://www.notion.so/7-Leetcode-63afe445f02f4f4f976299bb0c03d80f?pvs=21), 3 - Calligraphy (https://www.notion.so/3-Calligraphy-cb2ccf1fd4504fe38832941dc472f249?pvs=21), 8 - Daily UI Practice (https://www.notion.so/8-Daily-UI-Practice-88ae8b6c92ec406b9e27fb1dab6a7125?pvs=21), 4 - Meditation (https://www.notion.so/4-Meditation-f16d5d6a6d3b4faf922a63aaffeaec67?pvs=21), 5 - Daily Article Reading (https://www.notion.so/5-Daily-Article-Reading-eead46920aa54b8ca371005f3332dd8a?pvs=21), ""Read me"" message on config.js copywriting refine (https://www.notion.so/Read-me-message-on-config-js-copywriting-refine-5b5e2a53cafe4c7b8fd8211f17fe40f2?pvs=21), List of user configuration list functions, what are the configurations to save for user? (https://www.notion.so/List-of-user-configuration-list-functions-what-are-the-configurations-to-save-for-user-d718fb72db404285bb38c1ecb5dc1ac0?pvs=21), 2. Manually input time function (https://www.notion.so/2-Manually-input-time-function-5eda2e7fbb594c38bccb0be1c19fcf56?pvs=21), Subtitling controller bar (https://www.notion.so/Subtitling-controller-bar-9e4dfbd875e24944a3d9d6230dc342ff?pvs=21), Share the latest Multiple API/MS UI preview link with wayne (https://www.notion.so/Share-the-latest-Multiple-API-MS-UI-preview-link-with-wayne-7ff747e6ea4f4d45850bed7752ad945f?pvs=21), [Research] Research users for download AI-based PIP and Node.js package (https://www.notion.so/Research-Research-users-for-download-AI-based-PIP-and-Node-js-package-088f9efe0f854b91a3585463bc36b032?pvs=21), Organise Study & Practice action space (https://www.notion.so/Organise-Study-Practice-action-space-9650176acff4482da29bc2772bcaee98?pvs=21)",,15,,0.666666666667,12,
Jul 20,Tuesday,░░░░░░░░░░ 100%,████████ 87%,⚪️⚪️🟢 ⚪️🟣⚫️⚪️⚪️,🔥 Very Productive,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,7.75,2,3,8.75,,3,50,"Failed leetcode problem, but have a better understanding in tree structure.  Burnout ended",Week 29 (https://www.notion.so/Week-29-126caf97250d4f1692be9a8591c4a5a1?pvs=21),"July 20, 2021",1,Can’t I do things slowly and consistently?,13,Evaluation after each activity,"1 - Codeacademy Practice (https://www.notion.so/1-Codeacademy-Practice-a9d8c82548484777bb8ed8c9e52639a9?pvs=21), 6 - Reading (https://www.notion.so/6-Reading-e62bf353a3de449882de8373d880980a?pvs=21), 2 - Doulingo Study (https://www.notion.so/2-Doulingo-Study-6fcd8a69111f49b4adab4a57e330d9f7?pvs=21), 7 - Leetcode (https://www.notion.so/7-Leetcode-c5114c86e7ad4dcda583a0fa9a2c36aa?pvs=21), 3 - Calligraphy (https://www.notion.so/3-Calligraphy-d8094acdb1b1444b9d182d42cef94ae2?pvs=21), 8 - Daily UI Practice (https://www.notion.so/8-Daily-UI-Practice-95d26b1525c24160b2c2af14c51e5541?pvs=21), 4 - Meditation (https://www.notion.so/4-Meditation-c719660d4e05411e974cba1dde1276be?pvs=21), 5 - Daily Article Reading (https://www.notion.so/5-Daily-Article-Reading-f51ac2b774eb4c858ea0d2dee83cf7bb?pvs=21), Parse audio base64 as <audio> element (https://www.notion.so/Parse-audio-base64-as-audio-element-46c37402e2854e9980ffba01deb37318?pvs=21), Options to select sample rate for audio recorder (https://www.notion.so/Options-to-select-sample-rate-for-audio-recorder-341321b2cb904c8e8321aa9356615677?pvs=21), Coffee project for 51 mini mart - To draft a branding plan and think about possible logo design. (https://www.notion.so/Coffee-project-for-51-mini-mart-To-draft-a-branding-plan-and-think-about-possible-logo-design-c590cfe9993944e09dc55026160079e5?pvs=21), [Research] Research users for download AI-based PIP and Node.js package (https://www.notion.so/Research-Research-users-for-download-AI-based-PIP-and-Node-js-package-088f9efe0f854b91a3585463bc36b032?pvs=21), Query API Call (https://www.notion.so/Query-API-Call-1359cac75a8c44618c8e88933ca4bd24?pvs=21), Type Check Function on user input value (before API call was made) (https://www.notion.so/Type-Check-Function-on-user-input-value-before-API-call-was-made-bfd05ed3f9ff435d900dac93ff9787fe?pvs=21), [Research] User groups for HTMl plug-ins (Notion plugin) (https://www.notion.so/Research-User-groups-for-HTMl-plug-ins-Notion-plugin-a5940b43178d4200a3f5fae79820cd5c?pvs=21)",,15,,0.866666666667,14,
Jul 19,Monday,░░░░░░░ 75%,█████████ 92%,⚪️⚪️⚪️⚪️⚪️⚫️⚪️⚪️,🔥 Very Productive,Yes,Yes,Yes,Yes,Yes,Yes,No,No,7.5,2,0,5.5,,,20,Finished one more JavaScript book,Week 29 (https://www.notion.so/Week-29-126caf97250d4f1692be9a8591c4a5a1?pvs=21),"July 19, 2021",0.75,Can’t I do things slowly and consistently?,12,Evaluation after each activity,"1 - Codeacademy Practice (https://www.notion.so/1-Codeacademy-Practice-1fc8aaaec73144a6a0d5ad301df68c6b?pvs=21), 2 - Doulingo Study (https://www.notion.so/2-Doulingo-Study-b86a65334f4449aca3a432474a8cf421?pvs=21), 3 - Calligraphy (https://www.notion.so/3-Calligraphy-b0ef9d644c9148acb8a96971fe599b2e?pvs=21), 4 - Meditation (https://www.notion.so/4-Meditation-ced409757526495facfa05295660ffdb?pvs=21), 5 - Daily Article Reading (https://www.notion.so/5-Daily-Article-Reading-c717a05380c74ef485fa2ad56d53e05f?pvs=21), 6 - Reading (https://www.notion.so/6-Reading-674e1599f9b540d9a510a7db5e18051d?pvs=21), 7 - Leetcode (https://www.notion.so/7-Leetcode-d5ba934f1f4043a883cd7ebcf7b7875b?pvs=21), 8 - Daily UI Practice (https://www.notion.so/8-Daily-UI-Practice-080615b4619c49acb0c869d505255d10?pvs=21), ""Before you start"" Message in config.js file (https://www.notion.so/Before-you-start-Message-in-config-js-file-addad486d328489c9b63ce8deb40cfa0?pvs=21), Recursive FlatObjectList component for nesting data display (https://www.notion.so/Recursive-FlatObjectList-component-for-nesting-data-display-80f35898ba0f4836a3d026a615a23a19?pvs=21), Replay Guy's Email (https://www.notion.so/Replay-Guy-s-Email-d61e1cd8556b491194ec53a12dc64373?pvs=21), Update reading materials to knowledge lab (https://www.notion.so/Update-reading-materials-to-knowledge-lab-214f75d850dd47df9daef1d041596382?pvs=21), Corporate project management tool - the email idea (https://www.notion.so/Corporate-project-management-tool-the-email-idea-5ed2cb18e26d4c0995ac5d7cdc21f655?pvs=21)",,13,,0.923076923077,12,
Jul 18,Sunday,░░░░░░ 63%,██████ 62%,⚪️⚪️⚪️⚪️🟣⚫️⚪️⚪️,🔥 Very Productive,Yes,Yes,Yes,Yes,No,No,Yes,No,8,1.5,2,8.5,,,20,Started to listen productive audio as relax time,Week 28 (https://www.notion.so/Week-28-f09808d7f9f04552adca7db475811277?pvs=21),"July 18, 2021",0.625,Can't I sleep early and wake up early?,8,Evaluation after each activity,"1 - Codeacademy Practice (https://www.notion.so/1-Codeacademy-Practice-9dbf1b04f416413b9bd2cf813e2cef10?pvs=21), 2 - Doulingo Study (https://www.notion.so/2-Doulingo-Study-574fb37a451b496d80ae3b8b053e9782?pvs=21), 3 - Calligraphy (https://www.notion.so/3-Calligraphy-7feeba7c1e0f4a35b5ded85c3dff9f5f?pvs=21), 4 - Meditation (https://www.notion.so/4-Meditation-170c2a38f2e5479c9de2fcb7ee5ce171?pvs=21), 5 - Daily Article Reading (https://www.notion.so/5-Daily-Article-Reading-d3fb8077d24e404a86539599664753f4?pvs=21), 6 - Reading (https://www.notion.so/6-Reading-c808837546fe4535ad005f6eca7bc3d6?pvs=21), 7 - Leetcode (https://www.notion.so/7-Leetcode-f8456cf61a664ce3812db5788e4e0fe2?pvs=21), 8 - Daily UI Practice (https://www.notion.so/8-Daily-UI-Practice-49c24716329441bab07d4d0eb1dd3b67?pvs=21), Query Input Logics (https://www.notion.so/Query-Input-Logics-42ea1bcf6f004634b0cb12e84f96dede?pvs=21), Organise all paper meeting notes (https://www.notion.so/Organise-all-paper-meeting-notes-14dd90a1c20d40eba51bcff583800870?pvs=21), Update reading materials to knowledge lab (https://www.notion.so/Update-reading-materials-to-knowledge-lab-214f75d850dd47df9daef1d041596382?pvs=21), Coffee project for 51 mini mart - To draft a branding plan and think about possible logo design. (https://www.notion.so/Coffee-project-for-51-mini-mart-To-draft-a-branding-plan-and-think-about-possible-logo-design-c590cfe9993944e09dc55026160079e5?pvs=21), Notion visualisation (https://www.notion.so/Notion-visualisation-5b7a2cab94424cd3bd7053e7034bb9ba?pvs=21)",Individual task managemeent,13,111.4,0.615384615385,10,
Jul 17,Saturday,░░ 25%,█████ 50%,🔵🔵⚪️⚪️🟣⚫️⚪️🔴,💣 Burnout Day,No,No,Yes,No,No,No,No,Yes,10,2,2,10,,,120,,Week 28 (https://www.notion.so/Week-28-f09808d7f9f04552adca7db475811277?pvs=21),"July 17, 2021",0.25,Can't I sleep early and wake up early?,6,Evaluation after each activity,"1 - Codeacademy Practice (https://www.notion.so/1-Codeacademy-Practice-8a1a42d22e7d4bc48e0e35e996b8b09e?pvs=21), 2 - Doulingo Study (https://www.notion.so/2-Doulingo-Study-30cf2877770c4f13aa08212433a420e7?pvs=21), 3 - Calligraphy (https://www.notion.so/3-Calligraphy-0f4af36d3eb14f7fbe9ac160c297fb7c?pvs=21), 4 - Meditation (https://www.notion.so/4-Meditation-f9576b5122314b9799b0a1f404602955?pvs=21), 5 - Daily Article Reading (https://www.notion.so/5-Daily-Article-Reading-97925e620c744976a52273769e4a0b5f?pvs=21), 6 - Reading (https://www.notion.so/6-Reading-021a6ab134f245c4b2c8b2c6d50762d1?pvs=21), 7 - Leetcode (https://www.notion.so/7-Leetcode-23064c2df3ae45a7b0ab0846d037c48e?pvs=21), 8 - Daily UI Practice (https://www.notion.so/8-Daily-UI-Practice-0f75f9b64fcc46ab89235d653051e39e?pvs=21), Query Input UI (https://www.notion.so/Query-Input-UI-461b6782fa5c44da883fd12294bebceb?pvs=21), Organise follow up email with Guy (https://www.notion.so/Organise-follow-up-email-with-Guy-540f8e4196294bf2817dbba78a40ac3f?pvs=21), Update reading materials to knowledge lab (https://www.notion.so/Update-reading-materials-to-knowledge-lab-214f75d850dd47df9daef1d041596382?pvs=21), Coffee project for 51 mini mart - To draft a branding plan and think about possible logo design. (https://www.notion.so/Coffee-project-for-51-mini-mart-To-draft-a-branding-plan-and-think-about-possible-logo-design-c590cfe9993944e09dc55026160079e5?pvs=21)","Time management, control what I am eating",12,,0.5,8,
Jul 16,Friday,░░ 25%,█████ 53%,⚪️⚪️⚪️⚪️🟣⚫️⚫️🔴,🚀 Productive,No,No,Yes,Yes,No,No,No,No,8,2.25,3,8.75,,,57,House resale been approved by HDB,Week 28 (https://www.notion.so/Week-28-f09808d7f9f04552adca7db475811277?pvs=21),"July 16, 2021",0.25,Can't I sleep early and wake up early?,8,Evaluation after each activity,"1 - Codeacademy Practice (https://www.notion.so/1-Codeacademy-Practice-ca6a51806e67423f82bcdb1b5e3ff2f5?pvs=21), 2 - Doulingo Study (https://www.notion.so/2-Doulingo-Study-5a3291b454044640ac1bc0cff7e9e87e?pvs=21), 3 - Calligraphy (https://www.notion.so/3-Calligraphy-d486bb36084d469da249083e4c46d731?pvs=21), 4 - Meditation (https://www.notion.so/4-Meditation-344e1281df0e4b60871ab4c4be3022a9?pvs=21), 5 - Daily Article Reading (https://www.notion.so/5-Daily-Article-Reading-7f898090f7384ffab69f852e3928b206?pvs=21), 6 - Reading (https://www.notion.so/6-Reading-ea32cb1e19db44149ce2ee18c4e9c142?pvs=21), 7 - Leetcode (https://www.notion.so/7-Leetcode-aa1d0d0a9e8d4b61a20360137a1601f2?pvs=21), 8 - Daily UI Practice (https://www.notion.so/8-Daily-UI-Practice-99c0db355c48471a91837060aa75ac12?pvs=21), Subtitling controller bar (https://www.notion.so/Subtitling-controller-bar-9e4dfbd875e24944a3d9d6230dc342ff?pvs=21), Organise follow up email with Guy (https://www.notion.so/Organise-follow-up-email-with-Guy-540f8e4196294bf2817dbba78a40ac3f?pvs=21), Update reading materials to knowledge lab (https://www.notion.so/Update-reading-materials-to-knowledge-lab-214f75d850dd47df9daef1d041596382?pvs=21), - Audio recorder uploader (https://www.notion.so/Audio-recorder-uploader-52ff5660e48b466b97fbc60cbeb74a76?pvs=21), - Binary file upload logic (https://www.notion.so/Binary-file-upload-logic-8ee1a90aacbc4b1aba44545d7b48261a?pvs=21), Handle Base64 String in JSON data input  (https://www.notion.so/Handle-Base64-String-in-JSON-data-input-d3a530da000c40c68f5c16983ccf8c45?pvs=21), Query Input UI (https://www.notion.so/Query-Input-UI-461b6782fa5c44da883fd12294bebceb?pvs=21)",Night time management from 9pm to 1am,15,,0.533333333333,12,
Jul 15,Thursday,░░░░░ 50%,██████ 67%,🔵⚪️⚪️⚪️🟣⚫️⚫️🔴,❌ Not Productive,No,No,Yes,Yes,Yes,No,Yes,No,8.5,3,2,7.5,,,40,,Week 28 (https://www.notion.so/Week-28-f09808d7f9f04552adca7db475811277?pvs=21),"July 15, 2021",0.5,Can't I sleep early and wake up early?,8,Evaluation after each activity,"1 - Codeacademy Practice (https://www.notion.so/1-Codeacademy-Practice-0bf33fafdedc4fd695fd3bceaf185d40?pvs=21), 3 - Calligraphy (https://www.notion.so/3-Calligraphy-4c1c7aad79db4af09e42d3ab6c90d2ef?pvs=21), 2 - Doulingo Study (https://www.notion.so/2-Doulingo-Study-863cd638fdb54523994f3fb32b599ac8?pvs=21), 4 - Meditation (https://www.notion.so/4-Meditation-7c648732eff442c5b37a3c9f20e72606?pvs=21), 5 - Daily Article Reading (https://www.notion.so/5-Daily-Article-Reading-777f66a74df24f23a6df8b17c23ce365?pvs=21), 6 - Reading (https://www.notion.so/6-Reading-e232080a53ea433dbf1d9342e9847eb4?pvs=21), 8 - Daily UI Practice (https://www.notion.so/8-Daily-UI-Practice-6dd49c4852d6486aaad79046b45edbf5?pvs=21), 7 - Leetcode (https://www.notion.so/7-Leetcode-4a873a0e07df4551a7c537e5b563f169?pvs=21), [Research] User groups for HTMl plug-ins (Notion plugin) (https://www.notion.so/Research-User-groups-for-HTMl-plug-ins-Notion-plugin-a5940b43178d4200a3f5fae79820cd5c?pvs=21), Organise follow up email with Guy (https://www.notion.so/Organise-follow-up-email-with-Guy-540f8e4196294bf2817dbba78a40ac3f?pvs=21), - Binary file upload logic (https://www.notion.so/Binary-file-upload-logic-8ee1a90aacbc4b1aba44545d7b48261a?pvs=21), - Audio recorder uploader (https://www.notion.so/Audio-recorder-uploader-52ff5660e48b466b97fbc60cbeb74a76?pvs=21)",,12,,0.666666666667,12,
Jul 14,Wednesday,░░░░░░ 63%,███████ 73%,🔵⚪️🟢 ⚪️🟣⚫️⚪️🔴,🚀 Productive,No,Yes,Yes,Yes,Yes,No,Yes,No,8.5,1.5,2,9,2,3,24,"First meeting with Guy, and the meeting went really good",Week 28 (https://www.notion.so/Week-28-f09808d7f9f04552adca7db475811277?pvs=21),"July 14, 2021",0.625,Can't I sleep early and wake up early?,8,Evaluation after each activity,"1 - Codeacademy Practice (https://www.notion.so/1-Codeacademy-Practice-9aa49bf4a76d4ce18f7d32da48ae894e?pvs=21), 2 - Doulingo Study (https://www.notion.so/2-Doulingo-Study-f2acc486435944769694d5120fc1d470?pvs=21), 3 - Calligraphy (https://www.notion.so/3-Calligraphy-33a06b3b22e244e4b07da576e891f038?pvs=21), 4 - Meditation (https://www.notion.so/4-Meditation-6d1b21dc57e640f68a0ed30635bd5b99?pvs=21), 5 - Daily Article Reading (https://www.notion.so/5-Daily-Article-Reading-f671e3ee8d2a447782ef1f715a9a434f?pvs=21), 6 - Reading (https://www.notion.so/6-Reading-55fdf313a5bf47f4aa2fdf48e2d53592?pvs=21), 7 - Leetcode (https://www.notion.so/7-Leetcode-4cf99eb1de3f431785e1914105cc753f?pvs=21), 8 - Daily UI Practice (https://www.notion.so/8-Daily-UI-Practice-ce8076631fc142f1b0c74c60e6770ec0?pvs=21), 2 - Update base64 string input logics (https://www.notion.so/2-Update-base64-string-input-logics-ad3a4a53bd3e4945a2c5be5de2dde09a?pvs=21), 1 - JSON input fields (https://www.notion.so/1-JSON-input-fields-a57e2404c5c6430997070f86751c8b86?pvs=21), [Research] Research users for download AI-based PIP and Node.js package (https://www.notion.so/Research-Research-users-for-download-AI-based-PIP-and-Node-js-package-088f9efe0f854b91a3585463bc36b032?pvs=21)","Time management, stop immediately when I realised I am not on the right mood",11,,0.727272727273,10,
Jul 13,Tuesday,░░░░░░░ 75%,███████ 73%,🔵⚪️🟢 ⚪️🟣⚫️⚪️⚪️,❌ Not Productive,No,No,Yes,Yes,Yes,Yes,Yes,Yes,8.25,2,1,7.25,,3,74,First CLI option tool,Week 28 (https://www.notion.so/Week-28-f09808d7f9f04552adca7db475811277?pvs=21),"July 13, 2021",0.75,Can't I sleep early and wake up early?,11,Evaluation after each activity,"1 - Codeacademy Practice (https://www.notion.so/1-Codeacademy-Practice-67ce680e109d48879ef5640aab269fba?pvs=21), 6 - Reading (https://www.notion.so/6-Reading-6953b0493a1c432ebda0b83cd19f7646?pvs=21), 2 - Doulingo Study (https://www.notion.so/2-Doulingo-Study-dfb92db0cb4a44e099c5fb3cb8556342?pvs=21), 7 - Leetcode (https://www.notion.so/7-Leetcode-f6f59f962ddb46dbb4c6e7abd687b28c?pvs=21), 3 - Calligraphy (https://www.notion.so/3-Calligraphy-88b2ac8ff7cd4fa7b9b40b49d9dbc307?pvs=21), 8 - Daily UI Practice (https://www.notion.so/8-Daily-UI-Practice-0f4908cdcb514b52a3f7c9d72da39192?pvs=21), 4 - Meditation (https://www.notion.so/4-Meditation-3d3b288043994df0bb3e906d5f8fe99c?pvs=21), 5 - Daily Article Reading (https://www.notion.so/5-Daily-Article-Reading-4537aff9aedb49d8945aab822db1fc0c?pvs=21), Corporate project management tool (https://www.notion.so/Corporate-project-management-tool-fdaa1acac2d64fa68bc791c955b370de?pvs=21), [Research] Research users for download AI-based PIP and Node.js package (https://www.notion.so/Research-Research-users-for-download-AI-based-PIP-and-Node-js-package-088f9efe0f854b91a3585463bc36b032?pvs=21), Text to speech double scroll bar on windows browser  (https://www.notion.so/Text-to-speech-double-scroll-bar-on-windows-browser-b2e9dc0146a44479ab519bb2544d8e82?pvs=21), Online ASR Demo app add pop up message container for ""Time Buffer"" Button (https://www.notion.so/Online-ASR-Demo-app-add-pop-up-message-container-for-Time-Buffer-Button-0343a4774da243d5a4d0d7421d776a3e?pvs=21), 1 - Extract Input Fields from UserDocsRef object (https://www.notion.so/1-Extract-Input-Fields-from-UserDocsRef-object-dd227d0cbd1c4289addebfbda5e1d6f0?pvs=21), Bug fix: add empty field checking for all mandatory fields (SADP-905) (https://www.notion.so/Bug-fix-add-empty-field-checking-for-all-mandatory-fields-SADP-905-aae03a1bbe9c4288a0c5af16ca3b52b2?pvs=21), 2 - Update base64 string input logics (https://www.notion.so/2-Update-base64-string-input-logics-ad3a4a53bd3e4945a2c5be5de2dde09a?pvs=21)",,15,,0.733333333333,15,
Jul 12,Monday,░░░░░░░ 75%,██████ 69%,⚪️⚪️⚪️⚪️🟣⚫️⚪️⚪️,🚀 Productive,Yes,Yes,Yes,Yes,Yes,No,Yes,No,6.5,1.25,0.75,6,,3.5,17.6,"1 hard leetcode problem, started daily UI practice - day 1, got a lot of new ideas and inspiration",Week 28 (https://www.notion.so/Week-28-f09808d7f9f04552adca7db475811277?pvs=21),"July 12, 2021",0.75,Can't I sleep early and wake up early?,11,Evaluation after each activity,"5 - Daily Article Reading (https://www.notion.so/5-Daily-Article-Reading-07087a7d433942ec897e765d1a559b63?pvs=21), 8 - Daily UI Practice (https://www.notion.so/8-Daily-UI-Practice-05355378483741d9a97278c56c27d033?pvs=21), 7 - Leetcode (https://www.notion.so/7-Leetcode-10274c1943dd45faa26a6d44c79cb9f8?pvs=21), 6 - Reading (https://www.notion.so/6-Reading-dba91c282729472c85c97409e50ab56f?pvs=21), 4 - Meditation (https://www.notion.so/4-Meditation-a81c91c0d065436f866fe2be4d934e06?pvs=21), 1 - Codeacademy Practice (https://www.notion.so/1-Codeacademy-Practice-d4e39e02910d49efb2815916c6aa4627?pvs=21), 2 - Doulingo Study (https://www.notion.so/2-Doulingo-Study-17cb5baf485e43d79cf9a6aa567a816b?pvs=21), 3 - Calligraphy (https://www.notion.so/3-Calligraphy-cddbe55f0aae42ec8501a864e63e7131?pvs=21), [Research] Research users for download AI-based PIP and Node.js package (https://www.notion.so/Research-Research-users-for-download-AI-based-PIP-and-Node-js-package-088f9efe0f854b91a3585463bc36b032?pvs=21), Organise Research Action area space (https://www.notion.so/Organise-Research-Action-area-space-885256afaabd4ad5bdd875219ed1f3f5?pvs=21), Bug fix: add empty field checking for all mandatory fields (SADP-905) (https://www.notion.so/Bug-fix-add-empty-field-checking-for-all-mandatory-fields-SADP-905-aae03a1bbe9c4288a0c5af16ca3b52b2?pvs=21), 2 - Update base64 string input logics (https://www.notion.so/2-Update-base64-string-input-logics-ad3a4a53bd3e4945a2c5be5de2dde09a?pvs=21), Create test cases for all services file (https://www.notion.so/Create-test-cases-for-all-services-file-77a31e682bcb4224b61d7b13949f205f?pvs=21), ""Before you start"" Message in config.js file (https://www.notion.so/Before-you-start-Message-in-config-js-file-addad486d328489c9b63ce8deb40cfa0?pvs=21), Research on NPM and Pip text to speech packages (https://www.notion.so/Research-on-NPM-and-Pip-text-to-speech-packages-c274d0df7ef6428eb99a532bfff8b308?pvs=21), Text to speech double scroll bar on windows browser  (https://www.notion.so/Text-to-speech-double-scroll-bar-on-windows-browser-b2e9dc0146a44479ab519bb2544d8e82?pvs=21)",Efficiency of time usage,16,,0.6875,16,
